PlanName,fy,ActLiabilities_GASB,InvestmentReturnAssumption_GASB,InvestmentReturn_1yr
"Oklahoma Police",2009,2253133.800,0.07500,-0.16520
"Oklahoma Police",2010,2341619.300,0.07500,0.11400
"Oklahoma Police",2011,1959976.000,0.07500,0.18520
"Oklahoma Police",2012,2034485.100,0.07500,0.00480
"Oklahoma Police",2013,2131172.300,0.07500,0.12340
"Oklahoma Police",2014,2204797.300,0.07500,0.14990
"Oklahoma Police",2015,2269073.500,0.07500,0.03380
"Oklahoma Police",2016,2354815.000,0.07500,-0.00610
"Oklahoma Police",2017,2403073.000,0.07500,0.11140
"Oklahoma Police",2018,2515811.000,0.07500,0.08340
"Oklahoma Police",2019,2612473.000,0.07500,0.04240
"Oklahoma Police",2020,2736156.000,0.07500,0.01930
"Pennsylvania Municipal",2001,,0.06500,-0.03900
"Pennsylvania Municipal",2002,955259.380,0.06500,-0.08900
"Pennsylvania Municipal",2003,1055058.800,0.06500,0.23700
"Pennsylvania Municipal",2004,1154858.300,0.06500,0.13100
"Pennsylvania Municipal",2005,1218440.100,0.06000,0.08600
"Pennsylvania Municipal",2006,1282022.000,0.06000,0.12600
"Pennsylvania Municipal",2007,1377201.000,0.06000,0.08200
"Pennsylvania Municipal",2008,1451637.300,0.06000,-0.24800
"Pennsylvania Municipal",2009,1560357.500,0.06000,0.18800
"Pennsylvania Municipal",2010,1673904.100,0.06000,0.13800
"Pennsylvania Municipal",2011,1727217.300,0.06000,-0.01900
"Pennsylvania Municipal",2012,1903572.000,0.05500,0.13200
"Pennsylvania Municipal",2013,2005222.100,0.05500,0.19400
"Pennsylvania Municipal",2014,2067264.900,0.05500,0.05700
"Pennsylvania Municipal",2015,2151341.000,0.05500,0.00100
"Pennsylvania Municipal",2016,2320766.000,0.05500,0.08700
"Pennsylvania Municipal",2017,2400912.000,0.05250,0.18400
"Pennsylvania Municipal",2018,2520144.000,0.05250,-0.04100
"Pennsylvania Municipal",2019,,0.05250,
"Pennsylvania Municipal",2020,,0.05250,
"Phoenix ERS",2001,1259564.000,0.08000,-0.01400
"Phoenix ERS",2002,1390273.000,0.08000,-0.06400
"Phoenix ERS",2003,1504125.000,0.08000,0.03300
"Phoenix ERS",2004,1684795.000,0.08000,0.16000
"Phoenix ERS",2005,1795514.000,0.08000,0.08600
"Phoenix ERS",2006,2000346.000,0.08000,0.09000
"Phoenix ERS",2007,2166119.000,0.08000,0.16500
"Phoenix ERS",2008,2413365.000,0.08000,-0.05100
"Phoenix ERS",2009,2518094.000,0.08000,-0.20400
"Phoenix ERS",2010,2697288.000,0.08000,0.10300
"Phoenix ERS",2011,2752909.000,0.08000,0.21300
"Phoenix ERS",2012,2939374.000,0.08000,-0.00180
"Phoenix ERS",2013,3055606.000,0.08000,0.11350
"Phoenix ERS",2014,3614784.000,0.07500,0.15880
"Phoenix ERS",2015,3975908.300,0.07500,0.02640
"Phoenix ERS",2016,3984137.000,0.07500,0.00900
"Phoenix ERS",2017,4129452.500,0.07250,0.11500
"Phoenix ERS",2018,4226046.000,0.07250,0.07100
"Phoenix ERS",2019,4401825.000,0.07250,0.06200
"Phoenix ERS",2020,4414114.000,0.07000,0.01400
"St. Louis School Employees",2001,1069789.900,0.08000,-0.02000
"St. Louis School Employees",2002,1063209.300,0.08000,-0.05900
"St. Louis School Employees",2003,1074259.600,0.08000,0.22800
"St. Louis School Employees",2004,1084409.300,0.08000,0.12000
"St. Louis School Employees",2005,1122583.800,0.08000,0.06300
"St. Louis School Employees",2006,1150263.400,0.08000,0.13600
"St. Louis School Employees",2007,1158921.100,0.08000,0.09800
"St. Louis School Employees",2008,1099891.800,0.08000,-0.24700
"St. Louis School Employees",2009,1076002.100,0.08000,0.20900
"St. Louis School Employees",2010,1066270.900,0.08000,0.14900
"St. Louis School Employees",2011,1090318.800,0.08000,-0.00100
"St. Louis School Employees",2012,1085124.600,0.08000,0.12400
"St. Louis School Employees",2013,1093394.800,0.08000,0.15800
"St. Louis School Employees",2014,1093593.300,0.08000,0.04500
"St. Louis School Employees",2015,1077693.100,0.08000,-0.00500
"St. Louis School Employees",2016,1223329.600,0.07500,0.06300
"St. Louis School Employees",2017,1235909.000,0.07500,0.16200
"St. Louis School Employees",2018,1238153.400,0.07500,-0.05000
"St. Louis School Employees",2019,1241617.300,0.07500,0.16800
"St. Louis School Employees",2020,1241617.300,0.07500,0.10400
"St. Paul Teachers",2001,1060931.000,0.08500,-0.02350
"St. Paul Teachers",2002,1141300.000,0.08500,-0.03650
"St. Paul Teachers",2003,1189361.000,0.08500,0.02900
"St. Paul Teachers",2004,1251460.000,0.08500,0.20090
"St. Paul Teachers",2005,1299832.000,0.08500,0.12090
"St. Paul Teachers",2006,1358620.000,0.08500,0.12600
"St. Paul Teachers",2007,1391298.000,0.08500,0.19800
"St. Paul Teachers",2008,1432040.000,0.08500,-0.06600
"St. Paul Teachers",2009,1454314.000,0.08500,-0.18800
"St. Paul Teachers",2010,1471630.000,0.08500,0.13400
"St. Paul Teachers",2011,1389875.000,0.08500,0.25010
"St. Paul Teachers",2012,1471216.000,0.08000,0.00150
"St. Paul Teachers",2013,1467350.000,0.08000,0.13500
"St. Paul Teachers",2014,1533603.000,0.08000,0.18500
"St. Paul Teachers",2015,1596770.000,0.08000,0.02650
"St. Paul Teachers",2016,1592570.000,0.08000,0.00340
"St. Paul Teachers",2017,1611208.000,0.08000,0.13930
"St. Paul Teachers",2018,1676193.000,0.07500,0.09750
"St. Paul Teachers",2019,1691721.000,0.07500,0.05730
"St. Paul Teachers",2020,1691236.000,0.07500,0.00100
"Orange County ERS",2001,4843899.000,0.08000,-0.03220
"Orange County ERS",2002,5673754.000,0.07500,-0.05460
"Orange County ERS",2003,6099433.000,0.07500,0.19840
"Orange County ERS",2004,7403972.000,0.07500,0.11400
"Orange County ERS",2005,8089627.000,0.07750,0.08830
"Orange County ERS",2006,8765045.000,0.07750,0.13550
"Orange County ERS",2007,9838686.000,0.07750,0.10750
"Orange County ERS",2008,10860715.000,0.07750,-0.20710
"Orange County ERS",2009,11858578.000,0.07750,0.18520
"Orange County ERS",2010,12425873.000,0.07750,0.11700
"Orange County ERS",2011,13522978.000,0.07750,0.00740
"Orange County ERS",2012,15144888.000,0.07250,0.12260
"Orange County ERS",2013,15785042.000,0.07250,0.11140
"Orange County ERS",2014,16413124.000,0.07250,0.04930
"Orange County ERS",2015,17050356.000,0.07250,0.00090
"Orange County ERS",2016,17933460.000,0.07250,0.08520
"Orange County ERS",2017,19635428.000,0.07000,0.14510
"Orange County ERS",2018,20703348.000,0.07000,-0.01670
"Orange County ERS",2019,21916730.000,0.07000,0.14410
"Orange County ERS",2020,22904976.000,0.07000,0.11380
"Sacramento County ERS",2001,3451864.000,0.08000,-0.04900
"Sacramento County ERS",2002,3586250.000,0.08000,-0.05200
"Sacramento County ERS",2003,4108294.000,0.08000,0.03700
"Sacramento County ERS",2004,4694009.000,0.08000,0.16200
"Sacramento County ERS",2005,4860882.000,0.07750,0.10100
"Sacramento County ERS",2006,5214915.000,0.07750,0.12100
"Sacramento County ERS",2007,5788336.000,0.07875,0.18000
"Sacramento County ERS",2008,6363355.000,0.07875,-0.04500
"Sacramento County ERS",2009,6661993.000,0.07875,-0.21800
"Sacramento County ERS",2010,7090497.000,0.07750,0.13900
"Sacramento County ERS",2011,7382897.000,0.07750,0.22700
"Sacramento County ERS",2012,7838223.000,0.07500,0.00500
"Sacramento County ERS",2013,8210980.000,0.07500,0.12800
"Sacramento County ERS",2014,8580928.000,0.07500,0.16100
"Sacramento County ERS",2015,9028679.000,0.07500,0.02200
"Sacramento County ERS",2016,9436090.000,0.07500,-0.00900
"Sacramento County ERS",2017,10680998.000,0.07500,0.13400
"Sacramento County ERS",2018,11213263.000,0.07000,0.09900
"Sacramento County ERS",2019,11895520.000,0.07000,0.06900
"Sacramento County ERS",2020,12693655.000,0.06750,0.02700
"San Diego City ERS",2001,2809538.000,0.08000,-0.00450
"San Diego City ERS",2002,3168921.000,0.08000,-0.02480
"San Diego City ERS",2003,3532626.000,0.08000,0.05440
"San Diego City ERS",2004,3997328.000,0.08000,0.20210
"San Diego City ERS",2005,4377093.000,0.08000,0.10800
"San Diego City ERS",2006,4982699.000,0.08000,0.12730
"San Diego City ERS",2007,5597653.000,0.08000,0.16500
"San Diego City ERS",2008,5963549.000,0.07750,-0.04660
"San Diego City ERS",2009,6281636.000,0.07750,-0.19200
"San Diego City ERS",2010,6527224.000,0.07750,0.13400
"San Diego City ERS",2011,6917175.000,0.07500,0.24200
"San Diego City ERS",2012,7261731.000,0.07500,0.00900
"San Diego City ERS",2013,7555527.000,0.07250,0.13600
"San Diego City ERS",2014,7858703.500,0.07250,0.16800
"San Diego City ERS",2015,8205952.500,0.07250,0.03300
"San Diego City ERS",2016,9013130.000,0.07000,0.01100
"San Diego City ERS",2017,9565802.000,0.06750,0.13500
"San Diego City ERS",2018,10192808.000,0.06500,0.08200
"San Diego City ERS",2019,10602166.000,0.06500,0.07000
"San Diego City ERS",2020,11206326.000,0.06500,0.00500
"Cook County ERS",2001,6678219.500,0.08000,-0.00605
"Cook County ERS",2002,7846308.000,0.08000,-0.06600
"Cook County ERS",2003,8780970.000,0.08000,0.18800
"Cook County ERS",2004,9450784.000,0.07500,0.09300
"Cook County ERS",2005,9269944.000,0.07500,0.04800
"Cook County ERS",2006,9904578.000,0.07500,0.11400
"Cook County ERS",2007,10423730.000,0.07500,0.06300
"Cook County ERS",2008,11073181.000,0.07500,-0.24500
"Cook County ERS",2009,12575516.000,0.07500,0.18000
"Cook County ERS",2010,13142137.000,0.07500,0.12400
"Cook County ERS",2011,13724012.000,0.07500,0.01200
"Cook County ERS",2012,14630251.000,0.07500,0.12500
"Cook County ERS",2013,14812098.000,0.07500,0.15100
"Cook County ERS",2014,15318791.000,0.07500,0.05900
"Cook County ERS",2015,16232186.000,0.07500,-0.00100
"Cook County ERS",2016,16726457.000,0.07500,0.07700
"Cook County ERS",2017,16889500.000,0.07250,0.15350
"Cook County ERS",2018,17303774.000,0.07250,-0.03790
"Cook County ERS",2019,17949664.000,0.07250,0.19070
"Cook County ERS",2020,18421022.000,0.07250,0.12740
"Boston RS",2001,4796130.000,,
"Boston RS",2002,5121319.000,,
"Boston RS",2003,5420842.000,,
"Boston RS",2004,5664288.000,,
"Boston RS",2005,5957373.000,0.08000,
"Boston RS",2006,6223154.000,0.08000,
"Boston RS",2007,6596148.000,0.08000,
"Boston RS",2008,6900229.000,0.08000,
"Boston RS",2009,7091018.000,0.08000,
"Boston RS",2010,7283907.000,0.08000,0.13500
"Boston RS",2011,7902175.000,0.07750,0.00900
"Boston RS",2012,8199808.000,0.07750,0.12800
"Boston RS",2013,9054730.000,0.07750,0.15000
"Boston RS",2014,9351778.000,0.07750,0.05720
"Boston RS",2015,9648825.000,0.07750,0.00150
"Boston RS",2016,10122064.000,0.07750,0.07150
"Boston RS",2017,10595302.000,0.07500,0.17700
"Boston RS",2018,11208849.000,0.07500,-0.04300
"Boston RS",2019,11822396.000,0.07050,0.16730
"Boston RS",2020,11822396.000,0.07050,0.12430
"Milwaukee City ERS",2001,3091511.000,0.08500,-0.01700
"Milwaukee City ERS",2002,3204247.000,0.08500,-0.09200
"Milwaukee City ERS",2003,3370923.000,0.08500,0.27700
"Milwaukee City ERS",2004,3523179.000,0.08500,0.12900
"Milwaukee City ERS",2005,3706198.000,0.08500,0.08700
"Milwaukee City ERS",2006,3846481.000,0.08500,0.15400
"Milwaukee City ERS",2007,3958061.000,0.08500,0.07500
"Milwaukee City ERS",2008,4113089.000,0.08500,-0.30700
"Milwaukee City ERS",2009,4269324.000,0.08500,0.23600
"Milwaukee City ERS",2010,4447548.000,0.08500,0.14200
"Milwaukee City ERS",2011,4587915.000,0.08500,-0.01100
"Milwaukee City ERS",2012,4689814.000,0.08500,0.14200
"Milwaukee City ERS",2013,4831689.000,0.08500,0.19600
"Milwaukee City ERS",2014,4935482.000,0.08250,0.05400
"Milwaukee City ERS",2015,5065141.000,0.08250,0.00500
"Milwaukee City ERS",2016,5259300.000,0.08250,0.08800
"Milwaukee City ERS",2017,5819762.000,0.08000,0.16400
"Milwaukee City ERS",2018,6400901.000,0.07500,-0.02900
"Milwaukee City ERS",2019,6597457.000,0.07500,0.18400
"Milwaukee City ERS",2020,6745299.000,0.07500,0.06600
"Philadelphia Municipal",2001,6379800.000,0.09000,-0.06000
"Philadelphia Municipal",2002,6727200.000,0.09000,-0.05800
"Philadelphia Municipal",2003,7188300.000,0.09000,0.01800
"Philadelphia Municipal",2004,7247700.000,0.09000,0.16600
"Philadelphia Municipal",2005,7851500.000,0.08750,0.09900
"Philadelphia Municipal",2006,8083700.000,0.08750,0.11300
"Philadelphia Municipal",2007,8197200.000,0.08750,0.17000
"Philadelphia Municipal",2008,8402200.000,0.08750,-0.04500
"Philadelphia Municipal",2009,8975000.000,0.08250,-0.19900
"Philadelphia Municipal",2010,9317000.000,0.08150,0.13800
"Philadelphia Municipal",2011,9487500.000,0.08100,0.19400
"Philadelphia Municipal",2012,9799900.000,0.07950,0.00200
"Philadelphia Municipal",2013,10126156.000,0.07850,0.10900
"Philadelphia Municipal",2014,10521835.000,0.07850,0.15700
"Philadelphia Municipal",2015,10800392.000,0.07750,0.00290
"Philadelphia Municipal",2016,11024798.000,0.07700,-0.03200
"Philadelphia Municipal",2017,11275676.000,0.07650,0.13680
"Philadelphia Municipal",2018,11152098.000,0.07600,0.08830
"Philadelphia Municipal",2019,11783085.000,0.07550,0.06480
"Philadelphia Municipal",2020,12038051.000,0.07500,0.01890
"Nashville-Davidson ERS",2001,1628956.800,0.08000,
"Nashville-Davidson ERS",2002,1668629.100,0.08000,-0.07296
"Nashville-Davidson ERS",2003,1688192.900,0.08000,0.05600
"Nashville-Davidson ERS",2004,1708318.800,0.08000,0.16567
"Nashville-Davidson ERS",2005,1818206.900,0.08000,0.08571
"Nashville-Davidson ERS",2006,1959952.300,0.08000,0.13332
"Nashville-Davidson ERS",2007,2144144.800,0.08000,0.18427
"Nashville-Davidson ERS",2008,2323837.500,0.08000,-0.03295
"Nashville-Davidson ERS",2009,2275399.500,0.08000,-0.21221
"Nashville-Davidson ERS",2010,2360892.300,0.08000,0.15012
"Nashville-Davidson ERS",2011,2468971.500,0.08000,0.20720
"Nashville-Davidson ERS",2012,2580685.000,0.07500,0.00857
"Nashville-Davidson ERS",2013,2688495.500,0.07500,0.13761
"Nashville-Davidson ERS",2014,2730430.800,0.07500,0.17830
"Nashville-Davidson ERS",2015,2806587.800,0.07500,0.04870
"Nashville-Davidson ERS",2016,2904694.300,0.07500,0.00640
"Nashville-Davidson ERS",2017,3091309.300,0.07250,0.12870
"Nashville-Davidson ERS",2018,3264476.800,0.07250,0.06790
"Nashville-Davidson ERS",2019,3368175.800,0.07250,0.06140
"Nashville-Davidson ERS",2020,3548735.300,0.07250,0.01920
"Omaha School",2001,897398.630,0.08000,-0.21800
"Omaha School",2002,963802.060,0.08000,-0.08100
"Omaha School",2003,1009062.600,0.08000,0.23600
"Omaha School",2004,1066324.000,0.08000,0.09200
"Omaha School",2005,1126967.000,0.08000,0.19200
"Omaha School",2006,1195354.000,0.08000,0.12700
"Omaha School",2007,1255527.000,0.08000,0.19300
"Omaha School",2008,1346999.000,0.08000,-0.13500
"Omaha School",2009,1410318.000,0.08000,-0.00400
"Omaha School",2010,1467850.000,0.08000,0.12200
"Omaha School",2011,1516284.000,0.08000,0.04100
"Omaha School",2012,1592738.000,0.08000,0.14300
"Omaha School",2013,1660287.000,0.08000,0.11000
"Omaha School",2014,1723970.000,0.08000,0.09100
"Omaha School",2015,1798706.000,0.08000,-0.05400
"Omaha School",2016,1924643.500,0.08000,0.06700
"Omaha School",2017,2050581.000,0.07500,0.06200
"Omaha School",2018,2136385.000,0.07500,0.07100
"Omaha School",2019,2192893.000,0.07500,0.03500
"Omaha School",2020,2265653.000,0.07500,0.00700
"Miami Fire and Police",2001,884700.000,0.07750,
"Miami Fire and Police",2002,960100.000,0.07750,
"Miami Fire and Police",2003,1000900.000,0.07750,0.15614
"Miami Fire and Police",2004,1126200.000,0.07750,0.12622
"Miami Fire and Police",2005,1204500.000,0.07750,0.15263
"Miami Fire and Police",2006,1260500.000,0.07750,0.08836
"Miami Fire and Police",2007,1318400.000,0.07750,0.14287
"Miami Fire and Police",2008,1452500.000,0.07750,-0.14439
"Miami Fire and Police",2009,1539300.000,0.07750,-0.00153
"Miami Fire and Police",2010,1568300.000,0.07750,0.09900
"Miami Fire and Police",2011,1590500.000,0.07500,0.05800
"Miami Fire and Police",2012,1573000.000,0.07500,0.17900
"Miami Fire and Police",2013,1580300.000,0.07500,0.12500
"Miami Fire and Police",2014,1597800.000,0.07500,0.08800
"Miami Fire and Police",2015,1616131.500,0.07420,0.02400
"Miami Fire and Police",2016,1654140.100,0.07420,0.09300
"Miami Fire and Police",2017,1705061.100,0.07420,0.09600
"Miami Fire and Police",2018,1796349.600,0.07340,0.07400
"Miami Fire and Police",2019,1822559.400,0.07340,0.05300
"Miami Fire and Police",2020,1940883.300,0.07000,0.06170
"Omaha Police and Fire",2001,452300.000,,
"Omaha Police and Fire",2002,481600.000,0.08000,
"Omaha Police and Fire",2003,511900.000,0.08000,
"Omaha Police and Fire",2004,543900.000,0.08000,
"Omaha Police and Fire",2005,703800.000,0.08000,
"Omaha Police and Fire",2006,801100.000,0.08000,
"Omaha Police and Fire",2007,882700.000,0.08000,
"Omaha Police and Fire",2008,947600.000,0.08000,
"Omaha Police and Fire",2009,1026200.000,0.08000,0.15377
"Omaha Police and Fire",2010,1093300.000,0.08000,0.16232
"Omaha Police and Fire",2011,1077607.300,0.08000,-0.00191
"Omaha Police and Fire",2012,1108874.800,0.08000,0.16200
"Omaha Police and Fire",2013,1170967.800,0.08000,0.17880
"Omaha Police and Fire",2014,1189002.300,0.08000,0.04939
"Omaha Police and Fire",2015,1223966.100,0.08000,0.00676
"Omaha Police and Fire",2016,1267909.100,0.08000,0.09064
"Omaha Police and Fire",2017,1355429.500,0.07750,0.14959
"Omaha Police and Fire",2018,1406832.600,0.07750,-0.02308
"Omaha Police and Fire",2019,1451452.900,0.07750,0.17236
"Omaha Police and Fire",2020,1451452.900,0.07750,0.09277
"Colorado State and School",2001,29469608.000,0.08750,
"Colorado State and School",2002,32463918.000,0.08750,
"Colorado State and School",2003,37914504.000,0.08500,
"Colorado State and School",2004,40783532.000,0.08500,
"Delaware County and Municipal Employees",2001,2488.900,0.08500,-0.05100
"Delaware County and Municipal Employees",2002,2815.700,0.08500,-0.06300
"Delaware County and Municipal Employees",2003,3332.100,0.08500,0.03100
"Delaware County and Municipal Employees",2004,3339.700,0.08000,0.15900
"Delaware County and Municipal Employees",2005,6721.900,0.08000,0.09600
"Delaware County and Municipal Employees",2006,9222.200,0.08000,0.12400
"Delaware County and Municipal Employees",2007,11577.900,0.08000,0.15900
"Delaware County and Municipal Employees",2008,14308.400,0.08000,-0.01300
"Delaware County and Municipal Employees",2009,16786.699,0.08000,-0.15800
"Delaware County and Municipal Employees",2010,19827.000,0.08000,0.14100
"Delaware County and Municipal Employees",2011,22858.900,0.07500,0.24300
"Delaware County and Municipal Employees",2012,25188.900,0.07500,0.02000
"Delaware County and Municipal Employees",2013,29312.301,0.07500,0.11100
"Delaware County and Municipal Employees",2014,33621.102,0.07200,0.17300
"Delaware County and Municipal Employees",2015,39763.699,0.07200,0.03600
"Delaware County and Municipal Employees",2016,45811.398,0.07200,-0.01500
"Delaware County and Municipal Employees",2017,50688.699,0.07000,0.11000
"Delaware County and Municipal Employees",2018,56863.301,0.07000,0.10400
"Delaware County and Municipal Employees",2019,62793.602,0.07000,0.04800
"Delaware County and Municipal Employees",2020,56863.301,0.07000,0.05800
"Louisiana Municipal Employees",2001,628420.560,0.08000,0.04447
"Louisiana Municipal Employees",2002,626508.750,0.08000,0.00973
"Louisiana Municipal Employees",2003,614382.060,0.08000,-0.01130
"Louisiana Municipal Employees",2004,631197.380,0.08000,0.03435
